state,parliament_seat,dun_seat,polling_district,code,polling_centre,latitude,longitude
Kedah,P.006 KUBANG PASU,N.05 BUKIT KAYU HITAM,PULAU NYIOR,006/05/20,SEKOLAH RENDAH AGAMA AL-AZHAR,,
Kedah,P.006 KUBANG PASU,N.05 BUKIT KAYU HITAM,KAMPUNG PULAU KETAM,006/05/21,SEKOLAH MENENGAH KEBANGSAAN PULAU NYIOR,,
Kedah,P.006 KUBANG PASU,N.05 BUKIT KAYU HITAM,GELONG RAMBAI,006/05/22,SEKOLAH JENIS KEBANGSAAN (CINA) HWA MIN; TUNJANG,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,PAYA KEMUNTING,006/06/01,SEKOLAH JENIS KEBANGSAAN (TAMIL) PAYA KEMUNTING,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,KAMPUNG KULUANG,006/06/02,SEKOLAH KEBANGSAAN BINJAL,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,MALAU,006/06/03,SEKOLAH KEBANGSAAN MALAU,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,PADANG PANJANG,006/06/04,SEKOLAH KEBANGSAAN MALAU,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,WANG TEPUS,006/06/05,SEKOLAH KEBANGSAAN PENGHULU HJ DARUS; WANG TEPUS,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,TAMAN JITRA JAYA,006/06/06,SEKOLAH KEBANGSAAN JITRA,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,TAMAN RASA SAYANG,006/06/07,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,TAMAN PASU,006/06/08,SEKOLAH KEBANGSAAN SULTAN AHMAD TAJUDDIN,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,KAMPUNG TELOK NIBONG,006/06/09,SEKOLAH KEBANGSAAN JITRA 3,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,KAMPUNG BATU 13,006/06/10,SEKOLAH MENENGAH KEBANGSAAN PAYA KEMUNTING,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,TAMAN JITRA,006/06/11,SEKOLAH MENENGAH KEBANGSAAN JITRA,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,PANTAI HALBAN,006/06/12,SEKOLAH KEBANGSAAN BANDAR BARU DARULAMAN,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,KAMPUNG TOK KESOP,006/06/13,SEKOLAH KEBANGSAAN JITRA 2,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,TANAH MERAH,006/06/14,SEKOLAH MENENGAH KEBANGSAAN TANJUNG PAUH,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,KAMPUNG TELOK MALIK,006/06/15,SEKOLAH KEBANGSAAN TELOK MALEK,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,KAMPUNG NAGA,006/06/16,SEKOLAH KEBANGSAAN PADANG PEKAN,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,LUBUK KAWAH,006/06/17,SEKOLAH MENENGAH SULTAN ABDUL HALIM,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,TAMAN MAHSURI,006/06/18,SEKOLAH MENENGAH KEBANGSAAN BANDAR BARU DARULAMAN,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,ALOR RAMBAI,006/06/19,SEKOLAH MENENGAH KEBANGSAAN TUNKU ANUM TUNKU ABDUL RAHMAN,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,LUBOK BATU,006/06/20,SEKOLAH KEBANGSAAN SERI BANAI,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,BUKIT TINGGI,006/06/21,SEKOLAH KEBANGSAAN BUKIT TINGGI; KEPALA BATAS,,
Kedah,P.006 KUBANG PASU,N.06 JITRA,KEPALA BATAS,006/06/22,SEKOLAH KEBANGSAAN KEPALA BATAS; KEPALA BATAS,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,PADANG SANAI,007/07/01,SEKOLAH KEBANGSAAN PADANG SANAI; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,KUBANG PALAS,007/07/02,SEKOLAH KEBANGSAAN KUBANG PALAS; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,GULA PADANG TERAP,007/07/03,SEKOLAH MENENGAH KEBANGSAAN PADANG TERAP; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,PADANG NYIOR,007/07/04,MAKTAB MAHMUD PADANG TERAP,6.2950542,100.6510587
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,KAMPUNG PISANG,007/07/05,MAKTAB MAHMUD PADANG TERAP,6.2950542,100.6510587
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,KAMPUNG TANJONG,007/07/06,SEKOLAH KEBANGSAAN PADANG TERAP; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,TUALAK,007/07/07,SEKOLAH KEBANGSAAN TUALAK; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,BELIMBING,007/07/08,SEKOLAH KEBANGSAAN KUALA NERANG; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,KAMPUNG BENDANG,007/07/09,SEKOLAH KEBANGSAAN TUNKU ABDUL RAHMAN PUTRA; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,PERIK,007/07/10,SEKOLAH KEBANGSAAN PERIK; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,KURONG HITAM,007/07/11,SEKOLAH KEBANGSAAN KURONG HITAM; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,PEKAN KUALA NERANG,007/07/12,SEKOLAH MENENGAH KEBANGSAAN DATO' SYED AHMAD; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,RAMBUTAN,007/07/13,SEKOLAH KEBANGSAAN SERI BAKTI; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,KAMPUNG NAI TEH,007/07/14,SEKOLAH KEBANGSAAN TOH PUAN SHARIFAH HANIFAH; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,BUKIT TEMBAGA,007/07/15,SEKOLAH KEBANGSAAN BUKIT TEMBAGA; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,KAMPUNG BAROKHAS,007/07/16,SEKOLAH MENENGAH AGAMA AL-KHAIRIAH; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.07 KUALA NERANG,NAKO NAMBUA,007/07/17,SEKOLAH KEBANGSAAN PANGLIMA AWANG; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,KUALA TEKAI,007/08/01,SEKOLAH MENENGAH KEBANGSAAN PEDU; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,KAMPUNG MUSA,007/08/02,SEKOLAH KEBANGSAAN PEDU,100.68313,6.23477
Kedah,P.007 PADANG TERAP,N.08 PEDU,PEDU,007/08/03,SEKOLAH KEBANGSAAN PEDU,100.68313,6.23477
Kedah,P.007 PADANG TERAP,N.08 PEDU,TONG PELU,007/08/04,SEKOLAH KEBANGSAAN DATIN FATIMAH; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,KAMPUNG MESJID,007/08/05,SEKOLAH MENENGAH KEBANGSAAN NAKA; NAKA,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,BELUKAR LUAS,007/08/06,SEKOLAH KEBANGSAAN KAMPONG BELUKAR; NAKA,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,KUBANG BEMBAN,007/08/07,SEKOLAH KEBANGSAAN TANDOP BESAR; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,TANDOP BESAR,007/08/08,SEKOLAH KEBANGSAAN TANDOP BESAR; KUALA NERANG,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,NAKA,007/08/09,SEKOLAH KEBANGSAAN NAKA; NAKA,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,LAMDIN,007/08/10,SEKOLAH KEBANGSAAN LAMDIN; NAKA,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,NAMI,007/08/11,SEKOLAH KEBANGSAAN NAMI; NAKA,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,FELDA LUBOK MERBAU A,007/08/12,SEKOLAH KEBANGSAAN LUBOK MERBAU; NAKA,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,FELDA LUBOK MERBAU B,007/08/13,SEKOLAH MENENGAH KEBANGSAAN LUBOK MERBAU; NAKA,,
Kedah,P.007 PADANG TERAP,N.08 PEDU,KAMPUNG MAHAWANGSA PADANG TERAP,007/08/14,SEKOLAH MENENGAH AGAMA AL-ISLAHIAH AL-ISLAMIAH; FELDA LUBOK MERBAU,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KEDUNDONG,008/09/01,SEKOLAH KEBANGSAAN BUKIT HIJAU; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,DERANG,008/09/02,SEKOLAH KEBANGSAAN BUKIT HIJAU; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KAMPUNG KEJAL,008/09/03,SEKOLAH KEBANGSAAN BUKIT TAMPOI; KUALA NERANG,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,GAJAH MATI,008/09/04,SEKOLAH KEBANGSAAN BUKIT PAK KIAU; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,BUKIT LAREK,008/09/05,SEKOLAH MENENGAH SAINS POKOK SENA; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,PEKAN BAHRU POKOK SENA,008/09/06,SEKOLAH KEBANGSAAN POKOK SENA; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,PEKAN LAMA POKOK SENA,008/09/07,SEKOLAH KEBANGSAAN WAN ABDUL SAMAD; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KAMPUNG KOLON,008/09/08,SEKOLAH MENENGAH KEBANGSAAN POKOK SENA 2; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,JABI,008/09/09,SEKOLAH KEBANGSAAN JABI; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,TELAGA MAS,008/09/10,SEKOLAH KEBANGSAAN TELAGA MAS; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,TANJONG MUSANG,008/09/11,SEKOLAH MENENGAH KEBANGSAAN JABI; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KEBUN 500,008/09/12,SEKOLAH JENIS KEBANGSAAN (CINA) CHUNG HWA; KEBUN 500,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KEPALA BENDANG,008/09/13,MASJID KAMPUNG KOLAM/ TABIKA KEMAS KAMPUNG KOLAM; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KAMPUNG MENERONG,008/09/14,SEKOLAH JENIS KEBANGSAAN (CINA) TONG YUH; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KAMPUNG PADANG,008/09/15,SEKOLAH KEBANGSAAN BUKIT PAK KIAU; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KAMPUNG PAYA,008/09/16,SEKOLAH KEBANGSAAN KG PAYA; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KAMPUNG NAWA,008/09/17,SEKOLAH KEBANGSAAN NAWA; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,BUKIT PAYONG,008/09/18,SEKOLAH KEBANGSAAN BUKIT PAYONG; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KUBANG LERET,008/09/19,SEKOLAH KEBANGSAAN KUBANG LERET; KUBUR PANJANG,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KAMPUNG BUKIT,008/09/20,SEKOLAH KEBANGSAAN KAMPONG BUKIT; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KUALA LANJUT,008/09/21,SEKOLAH KEBANGSAAN KUALA LANJUT; KUBUR PANJANG,,
Kedah,P.008 POKOK SENA,N.09 BUKIT LADA,KAMPUNG PANCHOR,008/09/22,SEKOLAH MENENGAH KEBANGSAAN POKOK SENA; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,PAYA LENGKUAS,008/10/01,SEKOLAH KEBANGSAAN LENGKUAS; KEPALA BATAS,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,BUKIT PINANG,008/10/02,SEKOLAH JENIS KEBANGSAAN (CINA) SOON CHENG; BUKIT PINANG,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,TITI BARU,008/10/03,SEKOLAH MENENGAH KEBANGSAAN KEPALA BATAS; ALOR SETAR,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,KUBANG LINTAH,008/10/04,SEKOLAH KEBANGSAAN HAJI ABU BAKAR; ALOR SETAR,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,HUTAN KAMPUNG,008/10/05,KOLEJ TINGKATAN ENAM SULTAN SALLEHUDDIN; HUTAN KAMPUNG,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,TAMAN BAYU,008/10/06,SEKOLAH MENENGAH KEBANGSAAN DATO' SYED OMAR; ALOR SETAR,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,KAMPUNG BOHOR,008/10/07,SEKOLAH KEBANGSAAN BOHOR; HUTAN KAMPUNG,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,LEPAI,008/10/08,SEKOLAH KEBANGSAAN HAJI ABU BAKAR; ALOR SETAR,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,KAMPUNG SUNGAI MATI,008/10/09,MAKTAB MAHMUD POKOK SENA,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,LIMBONG,008/10/10,SEKOLAH KEBANGSAAN TAMAN AWANA; ALOR SETAR,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,KAMPUNG ALOR SETOL,008/10/11,SEKOLAH JENIS KEBANGSAAN (CINA) TAI CHONG; LANGGAR,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,PONDOK LANGGAR,008/10/12,SEKOLAH KEBANGSAAN LANGGAR; LANGGAR,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,KAMPUNG LANGGAR B,008/10/13,SEKOLAH MENENGAH KEBANGSAAN LANGGAR; LANGGAR,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,TELOK JAMAT,008/10/14,SEKOLAH KEBANGSAAN TELUK JAMAT; LANGGAR,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,ALOR SENIBONG,008/10/15,PERTUBUHAN PELADANG KAWASAN GERAK MAJU B-111 ALOR SENIBONG,,
Kedah,P.008 POKOK SENA,N.10 BUKIT PINANG,TUALANG,008/10/16,SEKOLAH KEBANGSAAN TUALANG; POKOK SENA,,
Kedah,P.008 POKOK SENA,N.11 DERGA,TAMAN PKNK,008/11/01,SEKOLAH KEBANGSAAN TAMAN RAKYAT; ALOR SETAR,,
Kedah,P.008 POKOK SENA,N.11 DERGA,ALOR MALAI,008/11/02,MADA RICE TRAINING CENTER (MRTC); JALAN LANGGAR,,
Kedah,P.008 POKOK SENA,N.11 DERGA,KAMPUNG TELOK SENA,008/11/03,KOLEJ VOKASIONAL ALOR SETAR; JALAN STADIUM,,
Kedah,P.008 POKOK SENA,N.11 DERGA,JALAN STADIUM,008/11/04,SEKOLAH KEBANGSAAN TUNKU ABDUL HALIM; JALAN STADIUM,,
Kedah,P.008 POKOK SENA,N.11 DERGA,SENTOSA,008/11/05,SEKOLAH MENENGAH KEBANGSAAN SULTANAH ASMA; JALAN LANGGAR,,
Kedah,P.008 POKOK SENA,N.11 DERGA,JALAN AMBAR,008/11/06,SEKOLAH MENENGAH KEBANGSAAN SULTANAH ASMA; JALAN LANGGAR,,
Kedah,P.008 POKOK SENA,N.11 DERGA,DERGA,008/11/07,SEKOLAH KEBANGSAAN TUNKU RAUDZAH; JALAN LANGGAR,,
Kedah,P.008 POKOK SENA,N.11 DERGA,JALAN SHERIFF,008/11/08,SEKOLAH JENIS KEBANGSAAN (CINA) KEE CHEE; JALAN LANGGAR,,
Kedah,P.008 POKOK SENA,N.11 DERGA,ALOR SEGAMAT,008/11/09,SEKOLAH KEBANGSAAN SULTANAH ASMA; JALAN LANGGAR,,
Kedah,P.008 POKOK SENA,N.11 DERGA,TAMAN MEWAH,008/11/10,SEKOLAH MENENGAH KEBANGSAAN TUNKU SOFIAH; JALAN LANGGAR,,
Kedah,P.008 POKOK SENA,N.11 DERGA,TAMAN NURI,008/11/11,SEKOLAH KEBANGSAAN CONVENT; ALOR SETAR,,
Kedah,P.008 POKOK SENA,N.11 DERGA,TAMAN INTAN,008/11/12,SEKOLAH KEBANGSAAN JALAN DATUK KUMBAR; ALOR SETAR,,
Kedah,P.008 POKOK SENA,N.11 DERGA,TANJUNG SERI,008/11/13,SEKOLAH KEBANGSAAN ALOR SETAR; JALAN LANGGAR,,
Kedah,P.008 POKOK SENA,N.11 DERGA,TAMAN DERGA JAYA,008/11/14,SEKOLAH RENDAH ISLAM ALOR SETAR; JALAN DATUK KUMBAR,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,TAMAN MALAYSIA,009/12/01,SEKOLAH KEBANGSAAN SERI AMAR DIRAJA; ALOR MERAH,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,TAMAN GOLF,009/12/02,JABATAN KEBUDAYAAN DAN KESENIAN NEGARA; KEDAH,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,TAMAN UDA,009/12/03,SEKOLAH KEBANGSAAN TAMAN UDA; LEBUHRAYA SULTANAH BAHIYAH,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,JALAN SULTANAH,009/12/04,SEKOLAH MENENGAH KEBANGSAAN SULTANAH BAHIYAH; LEBUHRAYA SULTANAH BAHIYAH,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,ALOR SEMADOM,009/12/05,SEKOLAH KEBANGSAAN HAJI MOHD SHARIFF; JALAN STADIUM,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,SEBERANG PUMPONG,009/12/06,SEKOLAH JENIS KEBANGSAAN (CINA) PUMPONG; JALAN SUKA MENANTI,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,SUKA MENANTI,009/12/07,SEKOLAH KEBANGSAAN SUKA MENANTI; JALAN SUKA MENANTI,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,TAMAN WIRA,009/12/08,SEKOLAH MENENGAH KEBANGSAAN MERGONG; LEBUHRAYA SULTANAH BAHIYAH,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,GUNONG SALI,009/12/09,SEKOLAH KEBANGSAAN SERI PERDANA; LEBUHRAYA SULTANAH BAHIYAH,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,KAMPUNG BERJAYA,009/12/10,SEKOLAH JENIS KEBANGSAAN (CINA) LONG CHUAN; MERGONG,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,TELOK YAN,009/12/11,SEKOLAH JENIS KEBANGSAAN (CINA) LONG CHUAN; MERGONG,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,KAMPUNG SEBERANG TERUS,009/12/12,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL RAHMAN; MERGONG,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,TAMAN RAKYAT MERGONG,009/12/13,SEKOLAH MENENGAH KEBANGSAAN TUNKU ABDUL RAHMAN; MERGONG,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,KAMPUNG BATIN,009/12/14,SEKOLAH KEBANGSAAN MERGONG; MERGONG,,
Kedah,P.009 ALOR SETAR,N.12 SUKA MENANTI,ALOR MERAH,009/12/15,SEKOLAH MENENGAH KEBANGSAAN ALOR MERAH; ALOR SETAR,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,KANCHUT,009/13/01,SEKOLAH KEBANGSAAN WAN SULAIMAN SIDIQ; JALAN TAMBANG BADAK,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,TAMBANG BADAK,009/13/02,SEKOLAH KEBANGSAAN WAN SULAIMAN SIDIQ; JALAN TAMBANG BADAK,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,BAKAR BATA,009/13/03,SEKOLAH MENENGAH KEBANGSAAN SYED MOHAMED AL-BUKHARY; JALAN STADIUM,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,JALAN LUMPUR,009/13/04,SEKOLAH JENIS KEBANGSAAN (CINA) KEAT HWA (H); JALAN KAMPUNG PERAK,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,KAMPUNG PERAK,009/13/05,SEKOLAH JENIS KEBANGSAAN (CINA) KEAT HWA (H); JALAN KAMPUNG PERAK,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,SEBERANG NYONYA,009/13/06,PUSAT RUKUN TETANGGA KAMPUNG BERJAYA; ALOR SETAR,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,JALAN RAJA,009/13/07,SEKOLAH JENIS KEBANGSAAN (CINA) KEAT HWA (S); KAMPUNG BARU,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,JALAN KOLAM,009/13/08,SEKOLAH MENENGAH KEBANGSAAN ST. MICHAEL; ALOR SETAR,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,PENGKALAN,009/13/09,SEKOLAH JENIS KEBANGSAAN (CINA) KEAT HWA (S); KAMPUNG BARU,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,JALAN SEBERANG PERAK,009/13/10,SEKOLAH KEBANGSAAN SEBERANG PERAK; JALAN SEBERANG PERAK,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,TAMAN BAHAGIA,009/13/11,SEKOLAH MENENGAH KEAT HWA (PERSENDIRIAN); TAMAN SULTAN BADLISHAH,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,KOTA TANAH,009/13/12,SEKOLAH MENENGAH KEAT HWA (PERSENDIRIAN); TAMAN SULTAN BADLISHAH,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,KAMPUNG PIEW,009/13/13,SEKOLAH KEBANGSAAN SUNGAI KOROK LAMA; PERSIARAN SULTAN ABDUL HAMID,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,JALAN PEGAWAI,009/13/14,MAKTAB MAHMUD PUTERI; PERSIARAN SULTAN ABDUL HAMID,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,SUNGAI KOROK,009/13/15,SEKOLAH KEBANGSAAN JALAN PEGAWAI; PERSIARAN SULTAN ABDUL HAMID,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,KAMPUNG TELOK,009/13/16,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN; LEBUHRAYA SULTAN ABDUL HALIM,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,BANDAR SIMPANG KUALA,009/13/17,MAKTAB MAHMUD ALOR SETAR,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,RUMAH PANGSA SIMPANG KUALA,009/13/18,SEKOLAH JENIS KEBANGSAAN (CINA) SIN MIN; LEBUHRAYA SULTAN ABDUL HALIM,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,KAMPUNG PEGAWAI,009/13/19,WISMA LUNG KONG; LEBUHRAYA SULTAN ABDUL HALIM,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,JALAN STESYEN,009/13/20,SEKOLAH MENENGAH KEBANGSAAN ST. MICHAEL; ALOR SETAR,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,TAMAN BEE BEE,009/13/21,SEKOLAH JENIS KEBANGSAAN (CINA) PENG MIN; SIMPANG KUALA,,
Kedah,P.009 ALOR SETAR,N.13 KOTA DARUL AMAN,TONGKANG YARD,009/13/22,SEKOLAH KEBANGSAAN SEBERANG PERAK BARU; JALAN BUNGA RAYA,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,KAMPUNG GELAM,009/14/01,SEKOLAH KEBANGSAAN KAMPONG GELAM; JALAN DATUK KUMBAR,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,ALOR MELINTANG,009/14/02,SEKOLAH KEBANGSAAN ALOR MELINTANG; JALAN DATUK KUMBAR,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,TITI HAJI IDRIS,009/14/03,SEKOLAH KEBANGSAAN HJ IDRIS TAJAR; LANGGAR,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,TOK SIBIL,009/14/04,SEKOLAH KEBANGSAAN DARUL HIKMAH; JALAN DATUK KUMBAR,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,ALOR BINJAL,009/14/05,SEKOLAH MENENGAH KEBANGSAAN TAJAR; JALAN DATUK KUMBAR,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,TOK KELING,009/14/06,SEKOLAH KEBANGSAAN HAJI WAHAB; KAMPUNG TOK KELING,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,LAHAR BUDI,009/14/07,SEKOLAH KEBANGSAAN LAHAR BUDI; ALOR SETAR,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,ALOR MENGKUDU,009/14/08,SEKOLAH KEBANGSAAN ALOR MENGKUDU; ALOR SETAR,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,TAMAN SAGA,009/14/09,SEKOLAH MENENGAH KEBANGSAAN SIMPANG KUALA; ALOR SETAR,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,TAMAN SULTAN ABDUL HALIM,009/14/10,SEKOLAH MENENGAH KEBANGSAAN CONVENT; JALAN TANJUNG BENDAHARA,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,JALAN LANGGAR,009/14/11,KOLEJ SULTAN ABDUL HAMID; ALOR SETAR,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,KAMPUNG TANJONG BENDAHARA,009/14/12,SEKOLAH KEBANGSAAN ISKANDAR; ALOR SETAR,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,KERIANG PULAU,009/14/13,SEKOLAH MENENGAH TEKNIK ALOR SETAR; LEBUHRAYA SULTAN ABDUL HALIM,,
Kedah,P.009 ALOR SETAR,N.14 ALOR MENGKUDU,SELARONG,009/14/14,SEKOLAH MENENGAH KEBANGSAAN DATO' WAN MOHD SAMAN; ALOR SETAR,,
